152831,100000
146852,71948
220820,71744
117096,70964
167185,69259
164364,68021
99894,66764
243904,66449
204371,65835
282112,64357
163133,64093
77132,62567
174993,62423
178810,61948
61214,61823
133989,61474
165933,61397
89571,61072
147618,60831
149008,60659
92199,60644
99322,60530
146271,60384
60832,60245
76949,60148
140062,60074
122155,60060
60590,60051
217398,59996
61430,59972
124601,59958
82229,59932
256078,59924
87529,59891
80898,59628
97328,59265
211644,58578
121667,58477
125196,58372
284952,58250
198230,58190
288091,58064
59484,57965
210870,57771
210967,57620
134546,57566
287245,57561
275975,57398
104263,57323
193872,57277
294886,57229
238763,57220
203944,57121
278055,56858
294054,56821
215123,56759
186290,56755
292249,56703
207755,56642
36679,56602
76310,56544
64216,56526
32634,56514
246970,56492
267928,56458
223795,56451
76917,56391
208216,56353
261945,56181
28010,56170
123580,56048
28452,56028
108271,56001
275101,55854
253404,55854
265184,55756
125696,55747
234535,55729
223706,55669
295798,55622
241717,55599
212619,55544
154785,55507
253656,55419
264867,55395
277983,55354
189150,55337
93746,55331
136785,55297
135568,55240
201023,55238
283741,55140
222255,55130
292375,55088
252908,55025
168563,55015
66333,54959
209085,54927
215554,54833
190452,54826
241793,54816
214015,54802
123181,54755
119654,54721
290908,54706
88932,54662
108699,54657
258892,54613
169581,54604
194106,54590
282349,54557
138284,54517
150786,54503
185610,54499
177393,54481
95774,54457
79169,54423
214422,54422
272830,54420
181519,54408
257194,54403
208993,54394
246014,54366
103214,54294
174965,54220
190607,54200
294977,54190
125009,54171
141305,54154
209573,54151
265077,54141
64183,54076
248409,54052
229923,54052
251327,54027
200330,54024
162139,53970
236314,53949
246912,53948
238345,53945
4857,53942
99759,53937
273663,53922
197903,53920
145692,53911
100475,53910
258726,53873
238928,53858
244713,53856
245049,53844
277557,53808
224169,53799
203072,53793
145380,53789
230048,53737
86583,53736
112428,53728
240435,53666
230372,53663
4444,53640
188352,53630
234284,53622
223331,53557
258670,53514
274080,53513
172273,53492
288884,53477
247188,53410
160107,53375
288389,53354
200886,53340
59557,53332
116684,53327
163453,53326
288759,53263
106896,53182
289887,53176
217032,53165
248123,53157
157740,53151
192547,53128
103119,53107
261534,53098
47520,53074
201126,53060
283298,52995
211397,52992
282625,52986
284884,52977
288989,52972
127056,52967
292219,52951
159742,52925
293668,52917
40547,52896
151003,52890
178070,52869
234905,52864
245624,52857
251615,52854
231777,52829
145110,52818
177844,52808
259728,52772
292126,52767
269047,52766
258067,52728
145282,52727
170497,52709
275915,52677
236474,52660
284531,52644
147200,52641
266147,52632
212057,52619
128173,52617
227561,52606
268598,52603
289954,52602
35370,52582
262076,52574
245394,52573
281677,52566
269969,52564
112087,52563
226670,52548
219910,52543
119116,52516
149575,52513
257191,52509
276023,52506
275499,52496
238691,52490
30739,52480
246797,52471
68456,52469
286573,52449
263577,52447
98580,52446
185090,52436
201121,52432
150230,52422
286248,52413
215435,52401
267218,52396
234148,52395
271809,52393
176110,52390
139349,52382
244923,52375
282222,52374
287952,52368
216444,52368
70568,52368
155367,52363
236908,52361
282204,52350
188544,52348
208894,52348
293889,52344
283041,52336
279172,52331
212267,52320
50249,52310
293962,52305
242635,52301
264414,52285
284031,52283
236764,52265
260567,52261
209953,52259
228450,52252
130435,52247
185266,52246
230818,52242
181968,52240
183672,52233
233106,52232
210297,52207
273161,52204
255911,52202
237150,52200
166280,52197
174972,52191
214619,52174
86226,52173
3228,52169
227061,52163
293289,52161
129047,52158
152109,52158
129796,52157
201651,52156
166355,52153
231110,52149
257474,52149
191377,52143
228344,52129
250016,52127
247399,52124
257467,52118
242863,52113
291758,52108
122263,52103
261983,52102
287453,52092
172381,52090
123914,52088
285304,52084
289666,52078
181914,52076
273328,52075
116188,52072
137842,52068
181816,52059
134006,52055
201896,52051
190036,52050
157513,52049
237560,52047
76068,52044
259515,52042
287123,52034
172541,52034
154120,52024
246044,52020
154604,52016
129568,52012
272497,52011
232878,52009
136124,52004
294012,51999
179281,51994
241679,51993
198990,51988
242068,51987
210372,51986
255431,51985
58835,51983
283243,51980
193796,51976
170038,51975
56390,51974
88923,51959
264593,51958
231575,51957
2376,51950
202231,51948
251168,51948
285834,51940
264837,51940
274354,51928
149269,51928
256416,51925
129031,51920
215644,51914
213768,51903
285978,51899
277032,51892
219430,51889
261837,51886
197854,51885
268436,51884
207729,51883
233824,51882
235546,51880
282670,51877
255097,51876
294752,51875
170095,51862
244941,51857
151056,51856
263459,51853
294428,51847
180207,51847
270373,51847
267879,51843
258484,51841
51019,51840
188492,51836
238178,51833
104548,51833
224557,51831
162961,51827
139629,51820
221976,51818
259507,51814
281339,51812
285645,51811
203936,51811
100652,51810
109195,51807
164261,51802
160398,51793
223418,51791
197808,51789
292784,51786
219934,51786
145541,51782
102023,51780
186782,51779
207650,51773
285438,51773
162971,51773
218088,51770
168802,51767
251721,51762
224315,51761
182225,51758
195048,51758
261608,51758
288237,51757
137711,51753
262105,51751
286752,51750
190647,51747
102980,51741
58118,51741
199525,51736
212492,51734
225637,51732
77106,51718
121412,51715
215719,51713
90096,51710
217118,51707
188644,51700
41522,51699
159469,51696
169627,51691
163196,51688
224908,51687
252666,51681
192992,51680
161845,51679
260275,51679
150923,51677
193358,51675
194905,51666
166237,51664
36392,51664
282337,51663
209403,51661
214107,51659
234850,51654
153158,51650
225090,51644
187019,51643
126978,51638
208259,51636
252810,51634
237579,51629
176531,51617
288567,51611
222714,51609
247313,51608
216416,51605
132228,51600
295056,51597
284087,51590
262356,51586
25571,51575
165550,51573
188134,51567
150168,51567
179061,51564
243932,51563
78359,51560
296429,51560
210028,51545
160152,51543
137009,51537
141597,51524
222703,51516
232858,51514
245350,51508
130233,51503
66032,51503
256759,51501
172337,51499
261287,51497
73453,51497
257410,51486
133642,51485
267621,51483
245811,51479
46666,51476
290585,51471
145182,51467
158685,51464
232538,51463
230573,51456
105937,51455
180044,51453
160289,51453
118555,51452
125737,51448
23242,51447
191031,51445
126146,51441
156286,51439
275629,51438
208813,51433
187578,51428
161529,51427
158499,51422
198977,51420
12014,51417
268116,51415
290139,51411
263766,51411
256994,51410
270231,51408
221093,51404
209140,51396
264759,51392
118225,51390
253109,51389
146021,51381
272148,51379
190125,51378
185997,51377
252009,51373
185574,51370
276839,51366
289755,51366
2265,51364
216379,51360
283780,51359
128734,51359
267524,51355
199733,51355
187354,51353
262994,51353
216685,51351
255739,51351
107744,51346
217021,51341
204746,51329
244375,51327
211446,51322
274062,51316
170086,51315
187946,51312
134544,51312
258777,51311
295966,51311
223519,51309
113684,51297
209731,51295
192918,51288
183817,51275
206954,51273
287678,51262
112345,51261
265116,51259
179936,51259
129170,51257
187238,51251
236858,51250
246360,51249
273725,51247
288273,51243
189297,51242
290434,51237
180730,51235
268486,51234
175298,51234
207476,51230
78405,51226
277383,51223
212072,51222
268285,51211
291335,51210
295826,51206
251083,51201
215834,51200
215070,51198
273439,51194
237046,51191
201858,51190
251960,51186
197565,51185
151820,51174
174269,51173
250658,51172
186191,51168
126197,51165
165099,51160
230057,51160
122641,51153
238341,51150
294430,51149
245148,51145
225543,51144
198614,51141
58649,51139
72957,51138
271780,51138
293525,51133
236118,51132
137696,51130
262476,51125
231210,51123
261371,51120
289863,51119
244297,51114
287038,51113
78623,51110
217023,51107
84009,51103
252883,51102
78253,51097
157010,51096
98815,51095
136762,51095
89855,51092
212714,51089
218431,51087
156655,51080
253585,51078
274600,51072
249404,51069
257294,51067
127756,51059
250091,51053
262542,51048
212715,51047
167456,51042
223872,51042
213172,51040
191573,51036
217774,51034
203254,51031
215710,51031
271333,51022
81065,51019
110629,51018
117384,51018
217849,51010
288985,51008
294337,51002
206420,51001
258958,50998
122020,50989
32523,50988
191905,50988
262616,50982
248034,50979
103232,50977
167381,50977
219370,50976
251422,50975
168128,50975
216492,50972
150852,50972
156563,50970
242576,50968
213203,50965
293310,50964
241181,50961
123424,50960
279811,50957
192456,50955
215933,50948
169067,50947
255796,50945
169617,50938
222459,50935
285160,50932
22331,50930
151013,50929
169926,50928
227773,50927
284793,50917
221199,50917
260485,50917
293028,50914
174963,50914
205120,50913
240290,50905
222840,50901
276263,50898
111558,50898
259289,50896
247207,50895
244819,50894
218388,50894
101426,50892
194484,50891
154792,50891
130770,50888
158430,50885
191148,50879
233914,50878
213519,50878
245403,50876
237193,50874
100554,50867
258530,50867
167733,50867
242016,50865
43400,50864
112246,50859
184459,50859
70189,50849
288914,50847
284321,50842
96150,50840
163542,50838
256673,50834
172894,50829
122131,50827
244821,50824
195885,50817
62677,50813
133662,50813
145514,50810
182424,50808
168509,50799
267989,50792
185880,50791
268831,50791
238222,50788
277964,50785
221078,50783
220216,50776
150854,50775
84423,50772
217296,50771
213508,50766
231164,50765
213011,50763
205997,50760
254419,50757
276318,50755
250429,50755
198536,50754
119736,50752
174134,50751
225996,50748
277865,50748
295778,50747
261723,50742
203348,50736
275869,50733
210468,50732
169988,50732
105897,50732
168049,50731
274000,50730
207165,50729
280810,50722
253504,50720
186870,50717
204738,50717
231055,50716
53305,50713
211209,50712
155285,50712
177042,50708
178429,50708
272544,50705
121646,50704
269476,50685
161303,50683
101914,50679
164508,50675
212179,50674
290378,50673
226317,50672
258054,50671
287831,50671
265397,50669
212752,50669
294008,50668
209386,50659
258314,50655
201615,50655
275135,50655
249568,50650
125382,50650
195535,50648
164083,50642
133481,50641
226058,50637
128579,50634
181410,50628
161958,50624
197314,50620
278916,50617
231824,50617
294340,50612
147611,50611
161970,50607
290126,50605
185876,50605
233527,50603
209284,50603
219981,50602
111084,50596
265014,50596
185039,50590
211232,50588
184739,50582
282341,50581
168947,50579
137848,50579
265628,50574
217947,50573
208952,50573
252756,50569
272169,50568
215271,50567
140736,50565
129165,50564
59719,50560
249309,50560
129168,50552
82725,50549
275346,50546
139825,50542
172013,50542
274117,50541
149070,50540
56060,50536
182426,50536
271298,50536
158513,50529
62097,50527
86224,50522
150215,50517
234027,50517
24217,50516
119582,50513
253396,50513
136754,50512
212970,50511
232817,50508
56316,50497
283216,50495
278755,50494
295254,50494
158841,50494
121743,50491
176948,50487
277119,50485
217387,50483
251880,50482
237859,50481
240325,50478
106356,50472
26321,50472
290889,50471
189024,50470
289247,50467
104448,50465
223260,50465
262295,50459
153430,50458
266242,50457
210251,50454
175603,50453
279161,50452
258807,50447
202662,50446
233938,50444
269035,50444
293884,50444
106978,50444
156599,50444
213347,50443
248301,50440
228900,50436
264896,50434
282494,50431
251176,50428
252343,50425
147256,50422
166117,50420
143513,50418
286593,50414
270256,50408
184406,50408
204791,50405
220761,50404
175700,50398
260101,50397
139665,50395
231136,50386
186298,50386
289382,50385
200263,50380
263061,50380
176913,50378
72897,50377
224781,50377
210418,50371
289815,50370
266883,50366
293532,50364
191877,50362
153620,50362
188115,50362
205391,50361
75612,50361
187509,50358
290084,50356
140604,50354
280240,50352
172724,50351
240896,50350
185778,50346
211745,50345
153843,50343
224475,50342
285687,50342
60788,50340
224111,50339
223179,50336
284429,50328
281490,50326
173051,50325
155080,50324
201578,50324
188437,50319
155515,50318
176268,50317
94823,50311
104782,50310
180476,50306
201488,50306
296111,50301
269904,50300
266954,50297
176490,50297
132531,50293
202009,50291
292809,50289
241223,50288
277893,50282
67522,50282
264438,50279
282384,50277
220356,50275
265344,50275
145434,50275
245365,50274
236095,50269
145010,50267
185125,50265
154553,50262
146412,50257
141954,50251
256991,50245
165370,50243
290645,50241
166265,50240
209968,50239
127926,50228
165537,50227
162404,50223
286473,50221
129286,50217
244637,50217
283451,50216
291489,50210
150956,50209
159971,50208
288515,50206
294435,50204
134281,50204
287814,50200
99414,50198
242395,50193
179438,50192
296024,50188
269010,50186
262625,50184
177799,50184
168553,50181
267713,50181
124541,50181
274610,50180
218117,50178
279422,50177
161425,50173
252682,50170
100351,50169
231012,50168
274055,50166
127967,50165
241855,50163
133062,50159
177980,50159
225076,50157
112851,50157
111322,50151
227260,50148
177868,50148
237844,50147
205747,50147
230833,50146
183909,50144
59738,50144
275648,50140
102794,50134
157446,50134
227518,50133
286520,50127
200672,50126
178524,50126
214761,50125
292399,50124
289699,50124
218260,50121
296176,50120
290688,50118
45514,50113
290323,50110
198366,50110
262328,50109
285755,50109
178619,50108
222460,50106
244232,50103
155192,50101
154301,50099
235052,50099
186964,50097
174973,50092
216346,50089
139025,50086
112268,50086
166602,50083
234472,50081
207258,50079
171124,50077
176235,50076
212843,50076
147993,50074
38575,50069
176,50066
260235,50064
119650,50063
86849,50062
214392,50057
293784,50053
254802,50047
260703,50047
165874,50047
180418,50046
160243,50046
296093,50044
296234,50044
100044,50040
204395,50039
296325,50037
259634,50036
245247,50036
227984,50035
146962,50032
202986,50031
293141,50026
90413,50025
243823,50024
115646,50024
210051,50023
236521,50022
208947,50022
96750,50021
184277,50018
100461,50017
277113,50016
176614,50012
130791,50008
227746,50008
273049,50006
216243,50005
205463,50001
223952,49999
151851,49996
152114,49995
265214,49991
292330,49982
270786,49981
276955,49980
240401,49975
204099,49974
278478,49971
82664,49970
116754,49967
209048,49965
176411,49965
183054,49958
270925,49955
276524,49955
274373,49954
233472,49951
256066,49951
280387,49951
227124,49945
121866,49938
209998,49936
254284,49935
255936,49934
150907,49933
134093,49933
148524,49932
90619,49928
171247,49922
90914,49917
226796,49917
138763,49916
194605,49909
243742,49907
190925,49907
97199,49904
223822,49904
130297,49904
257806,49902
141175,49901
195160,49900
241846,49900
171002,49897
219654,49896
115200,49896
165418,49895
78934,49889
255503,49889
172071,49889
190055,49889
184473,49887
264850,49886
246042,49885
83635,49884
194802,49882
186991,49880
49401,49878
86388,49877
114259,49877
259977,49874
82404,49873
105172,49873
162552,49868
149127,49865
253218,49861
286320,49860
296280,49858
171698,49856
106180,49854
281489,49853
268851,49852
145140,49851
136545,49850
255163,49850
59700,49846
224915,49845
276388,49845
237513,49844
91263,49843
244656,49841
274784,49838
154583,49832
103986,49832
186056,49827
291613,49826
194266,49823
289981,49819
269330,49815
284686,49813
143362,49813
72540,49813
287411,49813
195709,49812
80846,49809
291006,49809
168755,49808
295076,49807
264066,49807
178603,49806
134154,49803
158663,49802
60293,49801
206007,49798
210014,49793
195689,49792
111958,49792
212315,49790
215091,49787
142943,49786
272140,49784
284465,49784
282737,49783
261354,49783
206350,49781
120755,49779
171865,49776
88643,49772
196368,49772
250097,49769
116597,49767
93336,49766
255076,49766
219241,49766
180603,49765
146643,49764
39884,49764
107399,49764
249959,49763
164522,49763
291367,49760
241195,49759
161007,49759
196529,49755
163958,49755
203007,49754
159383,49754
255857,49750
284265,49749
177586,49749
289434,49749
124423,49740
84255,49738
181020,49738
118125,49738
158026,49736
294088,49734
267216,49731
264390,49730
172629,49722
223900,49718
150219,49717
270657,49714
136432,49713
242425,49707
166385,49706
205418,49706
104879,49706
170788,49703
213358,49703
166843,49700
210761,49699
93540,49697
158032,49696
243635,49691
208504,49690
175766,49689
255203,49689
241392,49689
267944,49687
287051,49687
153690,49685
268637,49684
274168,49676
279592,49672
217777,49671
285312,49670
104776,49667
173355,49665
87471,49660
213556,49658
108214,49656
223103,49655
176636,49655
138591,49652
146626,49651
204942,49650
159644,49649
238349,49649
280775,49647
255918,49647
248040,49645
220456,49644
237180,49643
156475,49643
227859,49640
208310,49638
296495,49637
272106,49636
94453,49636
287354,49635
142159,49634
261688,49632
201500,49628
127124,49628
271588,49625
183410,49623
244799,49621
128236,49619
51989,49618
92594,49614
295617,49610
186855,49609
37197,49609
162649,49608
241265,49607
198004,49606
133857,49604
290831,49602
156442,49596
198930,49595
101445,49592
269943,49591
201209,49590
151519,49589
291590,49585
181189,49584
219672,49582
153058,49582
150618,49582
225942,49580
261868,49580
184825,49579
237220,49578
290427,49576
117780,49570
135462,49569
266124,49569
266475,49566
158650,49565
242176,49565
124368,49564
139808,49562
211063,49561
112709,49561
158620,49558
62696,49557
192272,49557
179486,49556
278149,49555
126645,49554
252446,49552
228814,49551
153332,49550
151201,49550
233292,49544
284721,49544
266598,49543
93886,49542
220729,49542
160622,49539
214251,49536
155864,49535
281913,49532
123743,49527
196704,49526
264469,49525
61590,49521
239838,49520
63869,49514
254412,49510
148312,49509
261083,49509
123903,49508
121548,49507
36291,49506
143634,49505
229241,49503
118957,49500
252083,49498
287640,49497
277697,49497
133802,49495
244377,49494
254264,49493
245568,49493
77385,49492
284126,49491
132513,49490
277313,49489
151224,49486
294404,49486
241214,49485
93649,49482
252469,49480
240419,49478
292748,49476
95804,49475
137987,49475
233630,49471
249454,49469
237748,49468
229217,49468
260737,49465
225634,49464
263189,49464
270402,49462
169604,49461
178754,49461
167023,49460
256689,49457
175584,49457
291550,49455
272414,49453
77786,49453
288987,49449
140710,49448
289811,49447
121819,49446
251387,49440
127316,49440
245094,49439
245143,49438
73162,49438
238250,49436
127573,49436
142698,49434
226081,49434
228100,49433
163436,49432
156135,49432
136217,49432
273772,49428
199114,49426
79347,49423
152562,49422
223863,49422
214784,49420
229670,49417
114371,49416
197927,49410
254651,49410
94390,49409
141464,49408
158105,49407
246100,49406
191380,49405
284807,49405
296262,49404
277134,49404
237117,49403
249796,49402
146635,49402
249789,49399
174496,49397
279125,49397
249824,49394
90874,49394
145721,49393
123256,49392
159923,49390
276472,49389
61789,49388
97134,49386
130456,49386
77946,49385
209806,49385
240404,49381
134932,49379
140539,49378
293702,49378
129384,49378
285603,49374
281756,49368
229377,49364
193423,49363
268592,49363
268022,49363
230258,49362
265253,49361
212128,49361
236664,49359
172499,49358
279942,49357
211813,49356
131284,49355
84711,49354
161664,49354
210911,49354
294307,49354
101518,49352
56270,49349
201839,49349
129973,49349
60846,49347
111288,49345
109421,49344
199223,49340
123430,49339
156361,49338
72257,49335
203852,49334
69194,49332
205395,49331
58136,49330
104771,49329
154780,49328
50764,49328
199317,49326
281965,49324
268771,49323
112481,49322
90442,49321
171912,49319
141566,49319
227744,49318
255455,49314
294049,49314
191269,49312
137405,49311
184648,49310
141711,49309
177245,49308
161082,49307
244209,49305
112300,49305
134047,49304
213606,49304
80352,49304
273696,49301
100948,49297
161350,49296
162659,49296
